ㄍㄨㄚˋ kuɑ4
ㄍㄨㄚ˙ kuɑ0
ㄍㄨㄛ kʊɔ1
ㄍㄨㄛˇ kʊɔ3
ㄍㄨㄛˊ kʊɔ2
ㄍㄨㄛˋ kʊɔ4
ㄍㄨㄛ˙ kʊɔ0
ㄍㄨㄞ kuai1
ㄍㄨㄞˇ kuai3
ㄍㄨㄞˊ kuai2
ㄍㄨㄞˋ kuai4
ㄍㄨㄞ˙ kuai0
ㄍㄨㄟ kuei1
ㄍㄨㄟˇ kuei3
ㄍㄨㄟˊ kuei2
ㄍㄨㄟˋ kuei4
ㄍㄨㄟ˙ kuei0
ㄍㄨㄢ kuan1
ㄍㄨㄢˇ kuan3
ㄍㄨㄢˊ kuan2
ㄍㄨㄢˋ kuan4
ㄍㄨㄢ˙ kuan0
ㄍㄨㄣ kʊn1
ㄍㄨㄣˇ kʊn3
ㄍㄨㄣˊ kʊn2
ㄍㄨㄣˋ kʊn4
ㄍㄨㄣ˙ kʊn0
ㄍㄨㄤ kuɑŋ1
ㄍㄨㄤˇ kuɑŋ3
ㄍㄨㄤˊ kuɑŋ2
ㄍㄨㄤˋ kuɑŋ4
ㄍㄨㄤ˙ kuɑŋ0
ㄍㄨㄥ kɔŋ1
ㄍㄨㄥˇ kɔŋ3
ㄍㄨㄥˊ kɔŋ2
ㄍㄨㄥˋ kɔŋ4
ㄍㄨㄥ˙ kɔŋ0
ㄎㄚ kʰɑ1
ㄎㄚˇ kʰɑ3
ㄎㄚˊ kʰɑ2
ㄎㄚˋ kʰɑ4
ㄎㄚ˙ kʰɑ0
ㄎㄜ kʰə1
ㄎㄜˇ kʰə3
ㄎㄜˊ kʰə2
ㄎㄜˋ kʰə4
ㄎㄜ˙ kʰə0
ㄎㄞ kʰai1
ㄎㄞˇ kʰai3
ㄎㄞˊ kʰai2
ㄎㄞˋ kʰai4
ㄎㄞ˙ kʰai0
ㄎㄠ kʰɑu1
ㄎㄠˇ kʰɑu3
ㄎㄠˊ kʰɑu2
ㄎㄠˋ kʰɑu4
ㄎㄠ˙ kʰɑu0
ㄎㄡ kʰou1
ㄎㄡˇ kʰou3
ㄎㄡˊ kʰou2
ㄎㄡˋ kʰou4
ㄎㄡ˙ kʰou0
ㄎㄢ kʰan1
ㄎㄢˇ kʰan3
ㄎㄢˊ kʰan2
ㄎㄢˋ kʰan4
ㄎㄢ˙ kʰan0
ㄎㄣ kʰən1
ㄎㄣˇ kʰən3
ㄎㄣˊ kʰən2
ㄎㄣˋ kʰən4
ㄎㄣ˙ kʰən0
ㄎㄤ kʰɑŋ1
ㄎㄤˇ kʰɑŋ3
ㄎㄤˊ kʰɑŋ2
ㄎㄤˋ kʰɑŋ4
ㄎㄤ˙ kʰɑŋ0
ㄎㄥ kʰəŋ1
ㄎㄥˇ kʰəŋ3
ㄎㄥˊ kʰəŋ2
ㄎㄥˋ kʰəŋ4
ㄎㄥ˙ kʰəŋ0
ㄎㄨ kʰu1
ㄎㄨˇ kʰu3
ㄎㄨˊ kʰu2
ㄎㄨˋ kʰu4
ㄎㄨ˙ kʰu0
ㄎㄨㄚ kʰuɑ1
ㄎㄨㄚˇ kʰuɑ3
ㄎㄨㄚˊ kʰuɑ2
ㄎㄨㄚˋ kʰuɑ4
ㄎㄨㄚ˙ kʰuɑ0
ㄎㄨㄛ kʰʊɔ1
ㄎㄨㄛˇ kʰʊɔ3
ㄎㄨㄛˊ kʰʊɔ2
ㄎㄨㄛˋ kʰʊɔ4
ㄎㄨㄛ˙ kʰʊɔ0
ㄎㄨㄞ kʰuai1
ㄎㄨㄞˇ kʰuai3
ㄎㄨㄞˊ kʰuai2
ㄎㄨㄞˋ kʰuai4
ㄎㄨㄞ˙ kʰuai0
ㄎㄨㄟ kʰuei1
ㄎㄨㄟˇ kʰuei3
ㄎㄨㄟˊ kʰuei2
ㄎㄨㄟˋ kʰuei4
ㄎㄨㄟ˙ kʰuei0
ㄎㄨㄢ kʰuan1
ㄎㄨㄢˇ kʰuan3
ㄎㄨㄢˊ kʰuan2
ㄎㄨㄢˋ kʰuan4
ㄎㄨㄢ˙ kʰuan0
ㄎㄨㄣ kʰʊn1
ㄎㄨㄣˇ kʰʊn3
ㄎㄨㄣˊ kʰʊn2
ㄎㄨㄣˋ kʰʊn4
ㄎㄨㄣ˙ kʰʊn0
ㄎㄨㄤ kʰuɑŋ1
ㄎㄨㄤˇ kʰuɑŋ3
ㄎㄨㄤˊ kʰuɑŋ2
ㄎㄨㄤˋ kʰuɑŋ4
ㄎㄨㄤ˙ kʰuɑŋ0
ㄎㄨㄥ kʰɔŋ1
ㄎㄨㄥˇ kʰɔŋ3
ㄎㄨㄥˊ kʰɔŋ2
ㄎㄨㄥˋ kʰɔŋ4
ㄎㄨㄥ˙ kʰɔŋ0
ㄏㄚ hɑ1
ㄏㄚˇ hɑ3
ㄏㄚˊ hɑ2
ㄏㄚˋ hɑ4
ㄏㄚ˙ hɑ0
ㄏㄜ hə1
ㄏㄜˇ hə3
ㄏㄜˊ hə2
ㄏㄜˋ hə4
ㄏㄜ˙ hə0
ㄏㄞ hai1
ㄏㄞˇ hai3
ㄏㄞˊ hai2
ㄏㄞˋ hai4
ㄏㄞ˙ hai0
ㄏㄟ hei1
ㄏㄟˇ hei3
ㄏㄟˊ hei2
ㄏㄟˋ hei4
ㄏㄟ˙ hei0
ㄏㄠ hɑu1
ㄏㄠˇ hɑu3
ㄏㄠˊ hɑu2
ㄏㄠˋ hɑu4
ㄏㄠ˙ hɑu0
ㄏㄡ hou1
ㄏㄡˇ hou3
ㄏㄡˊ hou2
ㄏㄡˋ hou4
ㄏㄡ˙ hou0
ㄏㄢ han1
ㄏㄢˇ han3
ㄏㄢˊ han2
ㄏㄢˋ han4
ㄏㄢ˙ han0
ㄏㄣ hən1
ㄏㄣˇ hən3
ㄏㄣˊ hən2
ㄏㄣˋ hən4
ㄏㄣ˙ hən0
ㄏㄤ hɑŋ1
ㄏㄤˇ hɑŋ3
ㄏㄤˊ hɑŋ2
ㄏㄤˋ hɑŋ4
ㄏㄤ˙ hɑŋ0
ㄏㄥ həŋ1
ㄏㄥˇ həŋ3
ㄏㄥˊ həŋ2
ㄏㄥˋ həŋ4
ㄏㄥ˙ həŋ0
ㄏㄨ hu1
ㄏㄨˇ hu3
ㄏㄨˊ hu2
ㄏㄨˋ hu4
ㄏㄨ˙ hu0
ㄏㄨㄚ huɑ1
ㄏㄨㄚˇ huɑ3
ㄏㄨㄚˊ huɑ2
ㄏㄨㄚˋ huɑ4
ㄏㄨㄚ˙ huɑ0
ㄏㄨㄛ hʊɔ1
ㄏㄨㄛˇ hʊɔ3
ㄏㄨㄛˊ hʊɔ2
ㄏㄨㄛˋ hʊɔ4
ㄏㄨㄛ˙ hʊɔ0
ㄏㄨㄞ huai1
ㄏㄨㄞˇ huai3
ㄏㄨㄞˊ huai2
ㄏㄨㄞˋ huai4
ㄏㄨㄞ˙ huai0
ㄏㄨㄟ huei1
ㄏㄨㄟˇ huei3
ㄏㄨㄟˊ huei2
ㄏㄨㄟˋ huei4
ㄏㄨㄟ˙ huei0
ㄏㄨㄢ huan1
ㄏㄨㄢˇ huan3
ㄏㄨㄢˊ huan2
ㄏㄨㄢˋ huan4
ㄏㄨㄢ˙ huan0
ㄏㄨㄣ hʊn1
ㄏㄨㄣˇ hʊn3
ㄏㄨㄣˊ hʊn2
ㄏㄨㄣˋ hʊn4
ㄏㄨㄣ˙ hʊn0
ㄏㄨㄤ huɑŋ1
ㄏㄨㄤˇ huɑŋ3
ㄏㄨㄤˊ huɑŋ2
ㄏㄨㄤˋ huɑŋ4
ㄏㄨㄤ˙ huɑŋ0
ㄏㄨㄥ hɔŋ1
ㄏㄨㄥˇ hɔŋ3
ㄏㄨㄥˊ hɔŋ2
ㄏㄨㄥˋ hɔŋ4
ㄏㄨㄥ˙ hɔŋ0
ㄐㄧ tɕi1
ㄐㄧˇ tɕi3
ㄐㄧˊ tɕi2
ㄐㄧˋ tɕi4
ㄐㄧ˙ tɕi0
ㄐㄧㄚ tɕiɑ1
ㄐㄧㄚˇ tɕiɑ3
ㄐㄧㄚˊ tɕiɑ2
ㄐㄧㄚˋ tɕiɑ4
ㄐㄧㄚ˙ tɕiɑ0
ㄐㄧㄝ tɕiɛ1
ㄐㄧㄝˇ tɕiɛ3
ㄐㄧㄝˊ tɕiɛ2
ㄐㄧㄝˋ tɕiɛ4
ㄐㄧㄝ˙ tɕiɛ0
ㄐㄧㄠ tɕiɑu1
ㄐㄧㄠˇ tɕiɑu3
ㄐㄧㄠˊ tɕiɑu2
ㄐㄧㄠˋ tɕiɑu4
ㄐㄧㄠ˙ tɕiɑu0
ㄐㄧㄡ tɕiou1
ㄐㄧㄡˇ tɕiou3
ㄐㄧㄡˊ tɕiou2
ㄐㄧㄡˋ tɕiou4
ㄐㄧㄡ˙ tɕiou0
ㄐㄧㄢ tɕiɛn1
ㄐㄧㄢˇ tɕiɛn3
ㄐㄧㄢˊ tɕiɛn2
ㄐㄧㄢˋ tɕiɛn4
ㄐㄧㄢ˙ tɕiɛn0
ㄐㄧㄣ tɕin1
ㄐㄧㄣˇ tɕin3
ㄐㄧㄣˊ tɕin2
ㄐㄧㄣˋ tɕin4
ㄐㄧㄣ˙ tɕin0
ㄐㄧㄤ tɕiɑŋ1
ㄐㄧㄤˇ tɕiɑŋ3
ㄐㄧㄤˊ tɕiɑŋ2
ㄐㄧㄤˋ tɕiɑŋ4
ㄐㄧㄤ˙ tɕiɑŋ0
ㄐㄧㄥ tɕiŋ1
ㄐㄧㄥˇ tɕiŋ3
ㄐㄧㄥˊ tɕiŋ2
ㄐㄧㄥˋ tɕiŋ4
ㄐㄧㄥ˙ tɕiŋ0
ㄐㄩ tɕy1
ㄐㄩˇ tɕy3
ㄐㄩˊ tɕy2
ㄐㄩˋ tɕy4
ㄐㄩ˙ tɕy0
ㄐㄩㄝ tɕyɛ1
ㄐㄩㄝˇ tɕyɛ3
ㄐㄩㄝˊ tɕyɛ2
ㄐㄩㄝˋ tɕyɛ4
ㄐㄩㄝ˙ tɕyɛ0
ㄐㄩㄢ tɕyan1
ㄐㄩㄢˇ tɕyan3
ㄐㄩㄢˊ tɕyan2
ㄐㄩㄢˋ tɕyan4
ㄐㄩㄢ˙ tɕyan0
ㄐㄩㄣ tɕyn1
ㄐㄩㄣˇ tɕyn3
ㄐㄩㄣˊ tɕyn2
ㄐㄩㄣˋ tɕyn4
ㄐㄩㄣ˙ tɕyn0
ㄐㄩㄥ tɕiɔŋ1
ㄐㄩㄥˇ tɕiɔŋ3
ㄐㄩㄥˊ tɕiɔŋ2
ㄐㄩㄥˋ tɕiɔŋ4
ㄐㄩㄥ˙ tɕiɔŋ0
ㄑㄧ tɕʰi1
ㄑㄧˇ tɕʰi3
ㄑㄧˊ tɕʰi2
ㄑㄧˋ tɕʰi4
ㄑㄧ˙ tɕʰi0
ㄑㄧㄚ tɕʰiɑ1
ㄑㄧㄚˇ tɕʰiɑ3
ㄑㄧㄚˊ tɕʰiɑ2
ㄑㄧㄚˋ tɕʰiɑ4
ㄑㄧㄚ˙ tɕʰiɑ0
ㄑㄧㄝ tɕʰiɛ1
ㄑㄧㄝˇ tɕʰiɛ3
ㄑㄧㄝˊ tɕʰiɛ2
ㄑㄧㄝˋ tɕʰiɛ4
ㄑㄧㄝ˙ tɕʰiɛ0
ㄑㄧㄠ tɕʰiɑu1
ㄑㄧㄠˇ tɕʰiɑu3
ㄑㄧㄠˊ tɕʰiɑu2
ㄑㄧㄠˋ tɕʰiɑu4
ㄑㄧㄠ˙ tɕʰiɑu0
ㄑㄧㄡ tɕʰiou1
ㄑㄧㄡˇ tɕʰiou3
ㄑㄧㄡˊ tɕʰiou2
ㄑㄧㄡˋ tɕʰiou4
ㄑㄧㄡ˙ tɕʰiou0
ㄑㄧㄢ tɕʰiɛn1
ㄑㄧㄢˇ tɕʰiɛn3
ㄑㄧㄢˊ tɕʰiɛn2
ㄑㄧㄢˋ tɕʰiɛn4
ㄑㄧㄢ˙ tɕʰiɛn0
ㄑㄧㄣ tɕʰin1
ㄑㄧㄣˇ tɕʰin3
ㄑㄧㄣˊ tɕʰin2
ㄑㄧㄣˋ tɕʰin4
ㄑㄧㄣ˙ tɕʰin0
ㄑㄧㄤ tɕʰiɑŋ1
ㄑㄧㄤˇ tɕʰiɑŋ3
ㄑㄧㄤˊ tɕʰiɑŋ2
ㄑㄧㄤˋ tɕʰiɑŋ4
ㄑㄧㄤ˙ tɕʰiɑŋ0
ㄑㄧㄥ tɕʰiŋ1
ㄑㄧㄥˇ tɕʰiŋ3
ㄑㄧㄥˊ tɕʰiŋ2
ㄑㄧㄥˋ tɕʰiŋ4
ㄑㄧㄥ˙ tɕʰiŋ0
ㄑㄩ tɕʰy1
ㄑㄩˇ tɕʰy3
ㄑㄩˊ tɕʰy2
ㄑㄩˋ tɕʰy4
ㄑㄩ˙ tɕʰy0
ㄑㄩㄝ tɕʰyɛ1
ㄑㄩㄝˇ tɕʰyɛ3
ㄑㄩㄝˊ tɕʰyɛ2
ㄑㄩㄝˋ tɕʰyɛ4
ㄑㄩㄝ˙ tɕʰyɛ0
ㄑㄩㄢ tɕʰyan1
ㄑㄩㄢˇ tɕʰyan3
ㄑㄩㄢˊ tɕʰyan2
ㄑㄩㄢˋ tɕʰyan4
ㄑㄩㄢ˙ tɕʰyan0
ㄑㄩㄣ tɕʰyn1
ㄑㄩㄣˇ tɕʰyn3
ㄑㄩㄣˊ tɕʰyn2
ㄑㄩㄣˋ tɕʰyn4
ㄑㄩㄣ˙ tɕʰyn0
ㄑㄩㄥ tɕʰiɔŋ1
ㄑㄩㄥˇ tɕʰiɔŋ3
ㄑㄩㄥˊ tɕʰiɔŋ2
ㄑㄩㄥˋ tɕʰiɔŋ4
ㄑㄩㄥ˙ tɕʰiɔŋ0
ㄒㄧ ɕi1
ㄒㄧˇ ɕi3
ㄒㄧˊ ɕi2
ㄒㄧˋ ɕi4
ㄒㄧ˙ ɕi0
ㄒㄧㄚ ɕiɑ1
ㄒㄧㄚˇ ɕiɑ3
ㄒㄧㄚˊ ɕiɑ2
ㄒㄧㄚˋ ɕiɑ4
ㄒㄧㄚ˙ ɕiɑ0
ㄒㄧㄝ ɕiɛ1
ㄒㄧㄝˇ ɕiɛ3
ㄒㄧㄝˊ ɕiɛ2
ㄒㄧㄝˋ ɕiɛ4
ㄒㄧㄝ˙ ɕiɛ0
ㄒㄧㄠ ɕiɑu1
ㄒㄧㄠˇ ɕiɑu3
ㄒㄧㄠˊ ɕiɑu2
ㄒㄧㄠˋ ɕiɑu4
ㄒㄧㄠ˙ ɕiɑu0
ㄒㄧㄡ ɕiou1
ㄒㄧㄡˇ ɕiou3
ㄒㄧㄡˊ ɕiou2
ㄒㄧㄡˋ ɕiou4
ㄒㄧㄡ˙ ɕiou0
ㄒㄧㄢ ɕiɛn1
ㄒㄧㄢˇ ɕiɛn3
ㄒㄧㄢˊ ɕiɛn2
ㄒㄧㄢˋ ɕiɛn4
ㄒㄧㄢ˙ ɕiɛn0
ㄒㄧㄣ ɕin1
ㄒㄧㄣˇ ɕin3
ㄒㄧㄣˊ ɕin2
ㄒㄧㄣˋ ɕin4
ㄒㄧㄣ˙ ɕin0
ㄒㄧㄤ ɕiɑŋ1
ㄒㄧㄤˇ ɕiɑŋ3
ㄒㄧㄤˊ ɕiɑŋ2
ㄒㄧㄤˋ ɕiɑŋ4
ㄒㄧㄤ˙ ɕiɑŋ0
ㄒㄧㄥ ɕiŋ1
ㄒㄧㄥˇ ɕiŋ3
ㄒㄧㄥˊ ɕiŋ2
ㄒㄧㄥˋ ɕiŋ4
ㄒㄧㄥ˙ ɕiŋ0
ㄒㄩ ɕy1
ㄒㄩˇ ɕy3
ㄒㄩˊ ɕy2
ㄒㄩˋ ɕy4
ㄒㄩ˙ ɕy0
ㄒㄩㄝ ɕyɛ1
ㄒㄩㄝˇ ɕyɛ3
ㄒㄩㄝˊ ɕyɛ2
ㄒㄩㄝˋ ɕyɛ4
ㄒㄩㄝ˙ ɕyɛ0
ㄒㄩㄢ ɕyan1
ㄒㄩㄢˇ ɕyan3
ㄒㄩㄢˊ ɕyan2
ㄒㄩㄢˋ ɕyan4
ㄒㄩㄢ˙ ɕyan0
ㄒㄩㄣ ɕyn1
ㄒㄩㄣˇ ɕyn3
ㄒㄩㄣˊ ɕyn2
ㄒㄩㄣˋ ɕyn4
ㄒㄩㄣ˙ ɕyn0
ㄒㄩㄥ ɕiɔŋ1
ㄒㄩㄥˇ ɕiɔŋ3
ㄒㄩㄥˊ ɕiɔŋ2
ㄒㄩㄥˋ ɕiɔŋ4
ㄒㄩㄥ˙ ɕiɔŋ0
ㄓ tʂɭ1
ㄓˇ tʂɭ3
ㄓˊ tʂɭ2
ㄓˋ tʂɭ4
ㄓ˙ tʂɭ0
ㄓㄚ tʂɑ1
ㄓㄚˇ tʂɑ3
ㄓㄚˊ tʂɑ2
ㄓㄚˋ tʂɑ4
ㄓㄚ˙ tʂɑ0
ㄓㄜ tʂə1
ㄓㄜˇ tʂə3
ㄓㄜˊ tʂə2
ㄓㄜˋ tʂə4
ㄓㄜ˙ tʂə0
ㄓㄞ tʂai1
ㄓㄞˇ tʂai3
ㄓㄞˊ tʂai2
ㄓㄞˋ tʂai4
ㄓㄞ˙ tʂai0
ㄓㄟ tʂei1
ㄓㄟˇ tʂei3
ㄓㄟˊ tʂei2
ㄓㄟˋ tʂei4
ㄓㄟ˙ tʂei0
ㄓㄠ tʂɑu1
ㄓㄠˇ tʂɑu3
ㄓㄠˊ tʂɑu2
ㄓㄠˋ tʂɑu4
ㄓㄠ˙ tʂɑu0
ㄓㄡ tʂou1
ㄓㄡˇ tʂou3
ㄓㄡˊ tʂou2
ㄓㄡˋ tʂou4
ㄓㄡ˙ tʂou0
ㄓㄢ tʂan1
ㄓㄢˇ tʂan3
ㄓㄢˊ tʂan2
ㄓㄢˋ tʂan4
ㄓㄢ˙ tʂan0
ㄓㄣ tʂən1
ㄓㄣˇ tʂən3
ㄓㄣˊ tʂən2
ㄓㄣˋ tʂən4
ㄓㄣ˙ tʂən0
ㄓㄤ tʂɑŋ1
ㄓㄤˇ tʂɑŋ3
ㄓㄤˊ tʂɑŋ2
ㄓㄤˋ tʂɑŋ4
ㄓㄤ˙ tʂɑŋ0
ㄓㄥ tʂəŋ1
ㄓㄥˇ tʂəŋ3
ㄓㄥˊ tʂəŋ2
ㄓㄥˋ tʂəŋ4
ㄓㄥ˙ tʂəŋ0
ㄓㄨ tʂu1
ㄓㄨˇ tʂu3
ㄓㄨˊ tʂu2
ㄓㄨˋ tʂu4
ㄓㄨ˙ tʂu0
ㄓㄨㄚ tʂuɑ1
ㄓㄨㄚˇ tʂuɑ3
ㄓㄨㄚˊ tʂuɑ2
ㄓㄨㄚˋ tʂuɑ4
ㄓㄨㄚ˙ tʂuɑ0
ㄓㄨㄛ tʂʊɔ1
ㄓㄨㄛˇ tʂʊɔ3
ㄓㄨㄛˊ tʂʊɔ2
ㄓㄨㄛˋ tʂʊɔ4
ㄓㄨㄛ˙ tʂʊɔ0
ㄓㄨㄞ tʂuai1
ㄓㄨㄞˇ tʂuai3
ㄓㄨㄞˊ tʂuai2
ㄓㄨㄞˋ tʂuai4
ㄓㄨㄞ˙ tʂuai0
ㄓㄨㄟ tʂuei1
ㄓㄨㄟˇ tʂuei3
ㄓㄨㄟˊ tʂuei2
ㄓㄨㄟˋ tʂuei4
ㄓㄨㄟ˙ tʂuei0
ㄓㄨㄢ tʂuan1
ㄓㄨㄢˇ tʂuan3
ㄓㄨㄢˊ tʂuan2
ㄓㄨㄢˋ tʂuan4
ㄓㄨㄢ˙ tʂuan0
ㄓㄨㄣ tʂʊn1
ㄓㄨㄣˇ tʂʊn3
ㄓㄨㄣˊ tʂʊn2
ㄓㄨㄣˋ tʂʊn4
ㄓㄨㄣ˙ tʂʊn0
ㄓㄨㄤ tʂuɑŋ1
ㄓㄨㄤˇ tʂuɑŋ3
ㄓㄨㄤˊ tʂuɑŋ2
ㄓㄨㄤˋ tʂuɑŋ4
ㄓㄨㄤ˙ tʂuɑŋ0
ㄓㄨㄥ tʂɔŋ1
ㄓㄨㄥˇ tʂɔŋ3
ㄓㄨㄥˊ tʂɔŋ2
ㄓㄨㄥˋ tʂɔŋ4
ㄓㄨㄥ˙ tʂɔŋ0
ㄔ tʂʰɭ1
ㄔˇ tʂʰɭ3
ㄔˊ tʂʰɭ2
ㄔˋ tʂʰɭ4
ㄔ˙ tʂʰɭ0
ㄔㄚ tʂʰɑ1
ㄔㄚˇ tʂʰɑ3
ㄔㄚˊ tʂʰɑ2
ㄔㄚˋ tʂʰɑ4
ㄔㄚ˙ tʂʰɑ0
ㄔㄜ tʂʰə1
ㄔㄜˇ tʂʰə3
ㄔㄜˊ tʂʰə2
ㄔㄜˋ tʂʰə4
ㄔㄜ˙ tʂʰə0
ㄔㄞ tʂʰai1
ㄔㄞˇ tʂʰai3
ㄔㄞˊ tʂʰai2
ㄔㄞˋ tʂʰai4
ㄔㄞ˙ tʂʰai0
ㄔㄠ tʂʰɑu1
ㄔㄠˇ tʂʰɑu3
ㄔㄠˊ tʂʰɑu2
ㄔㄠˋ tʂʰɑu4
ㄔㄠ˙ tʂʰɑu0
ㄔㄡ tʂʰou1
ㄔㄡˇ tʂʰou3
ㄔㄡˊ tʂʰou2
ㄔㄡˋ tʂʰou4
ㄔㄡ˙ tʂʰou0
ㄔㄢ tʂʰan1
ㄔㄢˇ tʂʰan3
ㄔㄢˊ tʂʰan2
ㄔㄢˋ tʂʰan4
ㄔㄢ˙ tʂʰan0
ㄔㄣ tʂʰən1
ㄔㄣˇ tʂʰən3
ㄔㄣˊ tʂʰən2
ㄔㄣˋ tʂʰən4
ㄔㄣ˙ tʂʰən0
ㄔㄤ tʂʰɑŋ1
ㄔㄤˇ tʂʰɑŋ3
ㄔㄤˊ tʂʰɑŋ2
ㄔㄤˋ tʂʰɑŋ4
ㄔㄤ˙ tʂʰɑŋ0
ㄔㄥ tʂʰəŋ1
ㄔㄥˇ tʂʰəŋ3
ㄔㄥˊ tʂʰəŋ2
ㄔㄥˋ tʂʰəŋ4
ㄔㄥ˙ tʂʰəŋ0
ㄔㄨ tʂʰu1
ㄔㄨˇ tʂʰu3
ㄔㄨˊ tʂʰu2
ㄔㄨˋ tʂʰu4
ㄔㄨ˙ tʂʰu0
ㄔㄨㄛ tʂʰʊɔ1
ㄔㄨㄛˇ tʂʰʊɔ3
ㄔㄨㄛˊ tʂʰʊɔ2
ㄔㄨㄛˋ tʂʰʊɔ4
ㄔㄨㄛ˙ tʂʰʊɔ0
ㄔㄨㄞ tʂʰuai1
ㄔㄨㄞˇ tʂʰuai3
ㄔㄨㄞˊ tʂʰuai2
ㄔㄨㄞˋ tʂʰuai4
ㄔㄨㄞ˙ tʂʰuai0
ㄔㄨㄟ tʂʰuei1
ㄔㄨㄟˇ tʂʰuei3
ㄔㄨㄟˊ tʂʰuei2
ㄔㄨㄟˋ tʂʰuei4
ㄔㄨㄟ˙ tʂʰuei0
ㄔㄨㄢ tʂʰuan1
ㄔㄨㄢˇ tʂʰuan3
ㄔㄨㄢˊ tʂʰuan2
ㄔㄨㄢˋ tʂʰuan4
ㄔㄨㄢ˙ tʂʰuan0
ㄔㄨㄣ tʂʰʊn1
ㄔㄨㄣˇ tʂʰʊn3
ㄔㄨㄣˊ tʂʰʊn2
ㄔㄨㄣˋ tʂʰʊn4
ㄔㄨㄣ˙ tʂʰʊn0
ㄔㄨㄤ tʂʰuɑŋ1
ㄔㄨㄤˇ tʂʰuɑŋ3
ㄔㄨㄤˊ tʂʰuɑŋ2
ㄔㄨㄤˋ tʂʰuɑŋ4
ㄔㄨㄤ˙ tʂʰuɑŋ0
ㄔㄨㄥ tʂʰɔŋ1
ㄔㄨㄥˇ tʂʰɔŋ3
ㄔㄨㄥˊ tʂʰɔŋ2
ㄔㄨㄥˋ tʂʰɔŋ4
ㄔㄨㄥ˙ tʂʰɔŋ0
ㄕ ʂɭ1
ㄕˇ ʂɭ3
ㄕˊ ʂɭ2
ㄕˋ ʂɭ4
ㄕ˙ ʂɭ0
ㄕㄚ ʂɑ1
ㄕㄚˇ ʂɑ3
ㄕㄚˊ ʂɑ2
ㄕㄚˋ ʂɑ4
ㄕㄚ˙ ʂɑ0
ㄕㄜ ʂə1
ㄕㄜˇ ʂə3
ㄕㄜˊ ʂə2
ㄕㄜˋ ʂə4
ㄕㄜ˙ ʂə0
ㄕㄞ ʂai1
ㄕㄞˇ ʂai3
ㄕㄞˊ ʂai2
ㄕㄞˋ ʂai4
ㄕㄞ˙ ʂai0
ㄕㄟ ʂei1
ㄕㄟˇ ʂei3
ㄕㄟˊ ʂei2
ㄕㄟˋ ʂei4
ㄕㄟ˙ ʂei0
ㄕㄠ ʂɑu1
ㄕㄠˇ ʂɑu3
ㄕㄠˊ ʂɑu2
ㄕㄠˋ ʂɑu4
ㄕㄠ˙ ʂɑu0
ㄕㄡ ʂou1
ㄕㄡˇ ʂou3
ㄕㄡˊ ʂou2
ㄕㄡˋ ʂou4
ㄕㄡ˙ ʂou0
ㄕㄢ ʂan1
ㄕㄢˇ ʂan3
ㄕㄢˊ ʂan2
ㄕㄢˋ ʂan4
ㄕㄢ˙ ʂan0
ㄕㄣ ʂən1
ㄕㄣˇ ʂən3
ㄕㄣˊ ʂən2
ㄕㄣˋ ʂən4
ㄕㄣ˙ ʂən0
ㄕㄤ ʂɑŋ1
ㄕㄤˇ ʂɑŋ3
ㄕㄤˊ ʂɑŋ2
ㄕㄤˋ ʂɑŋ4
ㄕㄤ˙ ʂɑŋ0
ㄕㄥ ʂəŋ1
ㄕㄥˇ ʂəŋ3
ㄕㄥˊ ʂəŋ2
ㄕㄥˋ ʂəŋ4
ㄕㄥ˙ ʂəŋ0
ㄕㄨ ʂu1
ㄕㄨˇ ʂu3
ㄕㄨˊ ʂu2
ㄕㄨˋ ʂu4
ㄕㄨ˙ ʂu0
ㄕㄨㄚ ʂuɑ1
ㄕㄨㄚˇ ʂuɑ3
ㄕㄨㄚˊ ʂuɑ2
ㄕㄨㄚˋ ʂuɑ4
ㄕㄨㄚ˙ ʂuɑ0
ㄕㄨㄛ ʂʊɔ1
ㄕㄨㄛˇ ʂʊɔ3
ㄕㄨㄛˊ ʂʊɔ2
ㄕㄨㄛˋ ʂʊɔ4
ㄕㄨㄛ˙ ʂʊɔ0
ㄕㄨㄞ ʂuai1
ㄕㄨㄞˇ ʂuai3
ㄕㄨㄞˊ ʂuai2
ㄕㄨㄞˋ ʂuai4
ㄕㄨㄞ˙ ʂuai0
ㄕㄨㄟ ʂuei1
ㄕㄨㄟˇ ʂuei3
ㄕㄨㄟˊ ʂuei2
ㄕㄨㄟˋ ʂuei4
ㄕㄨㄟ˙ ʂuei0
ㄕㄨㄢ ʂuan1
ㄕㄨㄢˇ ʂuan3
ㄕㄨㄢˊ ʂuan2
ㄕㄨㄢˋ ʂuan4
ㄕㄨㄢ˙ ʂuan0
ㄕㄨㄣ ʂʊn1
ㄕㄨㄣˇ ʂʊn3
ㄕㄨㄣˊ ʂʊn2
ㄕㄨㄣˋ ʂʊn4
ㄕㄨㄣ˙ ʂʊn0
ㄕㄨㄤ ʂuɑŋ1
ㄕㄨㄤˇ ʂuɑŋ3
ㄕㄨㄤˊ ʂuɑŋ2
ㄕㄨㄤˋ ʂuɑŋ4
ㄕㄨㄤ˙ ʂuɑŋ0
ㄖ ʐɭ1
ㄖˇ ʐɭ3
ㄖˊ ʐɭ2
ㄖˋ ʐɭ4
ㄖ˙ ʐɭ0
ㄖㄜ ʐə1
ㄖㄜˇ ʐə3
